,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
895,10:15:00 PM,4,Saturday,12,4,1,33,50,normal
896,1:00:00 PM,14,Saturday,68,6,12,24,110,normal
897,3:15:00 AM,26,Thursday,12,0,1,33,46,normal
898,1:45:00 AM,21,Sunday,19,1,0,14,34,normal
899,3:00:00 PM,8,Wednesday,74,23,13,20,130,normal
900,2:15:00 PM,2,Thursday,70,13,12,10,105,low
901,8:45:00 AM,17,Tuesday,111,33,31,2,177,heavy
902,12:15:00 AM,20,Friday,14,4,1,12,31,low
903,4:30:00 AM,17,Tuesday,50,13,2,14,79,normal
904,4:30:00 PM,1,Wednesday,142,23,23,6,194,heavy
905,12:15:00 PM,23,Monday,67,10,7,25,109,normal
906,8:30:00 PM,14,Saturday,73,15,18,7,113,normal
907,9:00:00 AM,5,Sunday,128,16,34,0,178,heavy
908,6:45:00 AM,27,Friday,80,16,0,10,106,low
909,10:15:00 PM,29,Sunday,20,2,0,29,51,normal
910,12:00:00 PM,1,Wednesday,45,5,5,24,79,normal
911,5:45:00 PM,2,Thursday,148,23,27,5,203,heavy
912,11:00:00 PM,18,Wednesday,20,1,0,27,48,normal
913,2:00:00 PM,1,Wednesday,50,23,21,11,105,normal
914,6:45:00 AM,13,Friday,32,9,3,11,55,low
915,9:30:00 AM,6,Monday,79,1,10,30,120,high
916,3:15:00 AM,14,Saturday,17,5,0,29,51,normal
917,11:45:00 AM,7,Tuesday,27,6,13,30,76,normal
918,9:30:00 AM,8,Wednesday,100,13,23,9,145,normal
919,4:00:00 AM,9,Thursday,12,0,1,16,29,normal
920,11:45:00 AM,6,Monday,20,7,8,26,61,normal
921,7:45:00 PM,23,Monday,86,24,20,34,164,high
922,6:00:00 PM,9,Thursday,139,33,41,7,220,heavy
923,11:30:00 AM,4,Saturday,33,10,6,29,78,normal
924,12:00:00 AM,4,Saturday,13,2,0,25,40,normal
925,4:45:00 AM,9,Thursday,108,4,5,3,120,normal
926,12:30:00 PM,31,Tuesday,38,10,9,24,81,normal
927,1:15:00 AM,25,Wednesday,16,4,1,39,60,normal
928,9:30:00 AM,25,Wednesday,82,7,13,19,121,normal
929,5:30:00 PM,6,Monday,127,21,28,5,181,heavy
930,7:00:00 PM,12,Thursday,60,15,12,25,112,high
931,7:30:00 PM,8,Wednesday,56,14,14,31,115,high
932,4:00:00 AM,12,Thursday,18,5,1,30,54,normal
933,1:15:00 PM,12,Thursday,45,26,29,10,110,normal
934,2:30:00 PM,27,Friday,158,46,20,1,225,heavy
935,10:30:00 AM,20,Friday,176,45,22,2,245,heavy
936,4:45:00 AM,10,Tuesday,94,27,7,16,144,normal
937,11:45:00 AM,12,Thursday,24,10,5,21,60,normal
938,1:00:00 PM,2,Thursday,26,6,9,29,70,normal
939,5:30:00 PM,20,Friday,76,22,14,2,114,normal
940,6:30:00 AM,26,Thursday,133,19,28,5,185,heavy
941,12:00:00 PM,12,Thursday,41,7,7,21,76,normal
942,4:30:00 PM,23,Monday,120,29,37,6,192,heavy
943,12:30:00 PM,17,Tuesday,59,7,15,23,104,normal
944,8:45:00 PM,20,Friday,48,10,4,2,64,low
945,8:00:00 AM,12,Thursday,147,31,20,4,202,heavy
946,5:00:00 AM,17,Tuesday,94,15,2,9,120,normal
947,10:15:00 PM,31,Tuesday,17,5,0,14,36,normal
948,11:15:00 PM,10,Tuesday,15,0,1,11,27,low
949,3:15:00 PM,28,Saturday,80,26,35,6,147,high
950,3:00:00 PM,13,Friday,148,64,27,0,239,heavy
951,8:00:00 PM,21,Sunday,96,15,12,27,150,high
952,11:00:00 AM,5,Sunday,37,5,12,29,83,normal
953,4:30:00 PM,25,Wednesday,108,10,36,6,160,high
954,10:00:00 AM,29,Sunday,38,12,35,25,110,normal
955,12:30:00 AM,7,Tuesday,19,3,0,24,46,normal
956,3:00:00 AM,5,Sunday,16,4,0,29,49,normal
957,7:15:00 AM,14,Saturday,149,20,39,5,213,heavy
958,7:15:00 AM,16,Monday,147,26,40,0,213,heavy
959,2:15:00 PM,29,Sunday,19,26,36,17,98,normal
960,1:00:00 AM,19,Thursday,16,3,0,15,34,normal
961,10:00:00 AM,22,Saturday,65,10,6,27,108,normal
962,3:30:00 PM,27,Friday,64,23,21,1,109,normal
963,3:45:00 PM,17,Tuesday,78,18,30,8,134,high
964,3:45:00 AM,5,Sunday,16,4,1,28,49,normal
965,7:00:00 PM,14,Saturday,65,15,15,8,103,low
966,6:00:00 PM,3,Friday,53,22,13,2,90,low
967,6:15:00 PM,21,Sunday,112,12,41,5,170,heavy
968,2:30:00 PM,5,Sunday,89,24,12,6,131,normal
969,3:45:00 PM,8,Wednesday,59,25,9,20,113,normal
970,10:45:00 PM,6,Monday,19,5,0,37,61,normal
971,10:30:00 PM,31,Tuesday,15,5,0,18,38,normal
972,3:15:00 AM,3,Friday,20,3,1,26,50,normal
973,12:30:00 PM,3,Friday,162,51,13,0,226,heavy
974,1:45:00 AM,28,Saturday,16,3,0,34,53,normal
975,5:00:00 PM,30,Monday,105,38,34,7,184,heavy
976,2:30:00 AM,14,Saturday,11,4,0,14,29,normal
977,12:30:00 AM,11,Wednesday,16,1,0,14,31,normal
978,8:30:00 AM,24,Tuesday,114,27,45,4,190,heavy
979,3:15:00 AM,1,Wednesday,15,5,1,32,53,normal
980,11:00:00 AM,2,Thursday,36,5,14,25,80,normal
981,5:45:00 AM,2,Thursday,95,5,9,20,129,normal
982,1:30:00 AM,15,Sunday,12,3,1,35,51,normal
983,12:00:00 PM,22,Saturday,57,8,10,22,97,normal
984,2:45:00 AM,23,Monday,10,0,0,22,32,normal
985,2:15:00 AM,5,Sunday,11,1,1,29,42,normal
986,9:00:00 AM,1,Wednesday,149,26,46,1,222,heavy
987,4:45:00 AM,6,Monday,103,3,9,17,132,normal
988,3:30:00 AM,24,Tuesday,10,0,0,11,21,low
989,6:00:00 PM,15,Sunday,138,29,42,9,218,heavy
990,12:45:00 PM,29,Sunday,66,7,15,26,114,high
991,4:15:00 AM,24,Tuesday,73,12,5,5,95,low
992,11:30:00 PM,27,Friday,11,1,0,38,50,normal
993,9:45:00 PM,20,Friday,25,6,3,9,43,low
994,3:45:00 PM,31,Tuesday,44,19,17,9,89,normal
995,5:30:00 PM,24,Tuesday,132,17,36,5,190,heavy
996,8:15:00 PM,19,Thursday,56,23,10,18,107,normal
997,4:45:00 AM,13,Friday,63,6,7,10,86,low
998,7:15:00 AM,12,Thursday,103,27,45,1,176,heavy
999,8:30:00 PM,16,Monday,95,9,16,29,149,high
1000,6:30:00 AM,1,Wednesday,135,19,48,5,207,heavy
1001,9:30:00 PM,5,Sunday,66,12,16,33,127,high
1002,12:00:00 PM,31,Tuesday,25,7,5,20,57,normal
1003,9:45:00 AM,31,Tuesday,92,8,11,21,132,high
1004,1:15:00 PM,28,Saturday,19,26,32,18,95,normal
1005,7:15:00 PM,17,Tuesday,58,11,14,24,107,normal
1006,6:30:00 PM,17,Tuesday,117,29,29,9,184,heavy
1007,3:30:00 PM,31,Tuesday,86,13,27,11,137,high
1008,1:15:00 AM,28,Saturday,11,4,1,22,38,normal
1009,1:15:00 PM,1,Wednesday,64,19,22,12,117,normal
1010,7:30:00 PM,13,Friday,42,10,3,1,56,low
1011,12:45:00 AM,5,Sunday,12,2,1,37,52,normal
1012,4:45:00 PM,11,Wednesday,108,23,26,9,166,high
1013,5:30:00 AM,5,Sunday,108,14,6,9,137,normal
1014,6:45:00 PM,20,Friday,65,20,2,0,87,low
1015,3:15:00 AM,13,Friday,19,3,0,21,43,normal
1016,4:15:00 PM,19,Thursday,104,31,37,6,178,heavy
1017,9:00:00 AM,11,Wednesday,125,28,36,0,189,heavy
1018,1:30:00 PM,15,Sunday,51,21,25,13,110,normal
1019,10:45:00 PM,17,Tuesday,19,0,1,22,42,normal
1020,5:15:00 AM,12,Thursday,102,24,4,20,150,normal
1021,5:30:00 PM,28,Saturday,118,28,23,8,177,heavy
1022,4:00:00 PM,11,Wednesday,142,22,37,6,207,heavy
1023,6:45:00 PM,2,Thursday,87,18,13,34,152,high
1024,7:00:00 PM,26,Thursday,99,9,15,29,152,high
1025,10:45:00 AM,15,Sunday,46,5,34,9,94,normal
1026,1:15:00 AM,8,Wednesday,17,4,1,15,37,normal
1027,4:45:00 PM,18,Wednesday,142,34,38,9,223,normal
1028,1:15:00 PM,20,Friday,161,50,10,0,221,heavy
1029,2:30:00 PM,11,Wednesday,101,23,8,20,152,normal
1030,5:15:00 AM,9,Thursday,62,12,3,18,95,normal
1031,2:00:00 AM,16,Monday,18,3,1,26,48,normal
1032,3:30:00 AM,17,Tuesday,19,2,0,20,41,normal
1033,5:30:00 PM,4,Saturday,101,20,21,9,151,normal
1034,5:30:00 PM,12,Thursday,116,25,33,8,182,heavy
1035,12:45:00 PM,23,Monday,44,8,4,29,85,normal
1036,4:15:00 AM,10,Tuesday,67,11,10,16,104,normal
1037,4:45:00 AM,1,Wednesday,82,29,0,20,131,normal
1038,2:15:00 PM,5,Sunday,66,14,21,7,108,normal
1039,7:15:00 PM,3,Friday,32,5,5,13,55,normal
1040,3:15:00 AM,5,Sunday,19,4,1,33,57,normal
1041,4:45:00 AM,25,Wednesday,120,18,6,13,157,normal
1042,10:30:00 PM,8,Wednesday,18,3,0,24,45,normal
1043,10:45:00 PM,21,Sunday,19,2,1,34,56,normal
1044,8:45:00 AM,2,Thursday,106,12,28,4,150,high
1045,10:00:00 PM,2,Thursday,15,4,1,21,41,normal
1046,6:15:00 PM,11,Wednesday,132,12,27,8,179,heavy
1047,1:00:00 PM,21,Sunday,30,7,3,30,70,normal
1048,4:45:00 AM,31,Tuesday,98,17,0,20,135,normal
1049,9:45:00 AM,14,Saturday,31,2,29,27,89,normal
1050,2:30:00 PM,3,Friday,153,59,20,4,236,heavy
1051,11:15:00 PM,17,Tuesday,13,1,0,26,40,normal
1052,8:45:00 AM,15,Sunday,118,36,37,0,191,heavy
1053,6:15:00 AM,8,Wednesday,108,39,34,5,186,heavy
1054,11:30:00 PM,10,Tuesday,14,1,0,33,48,normal
1055,11:45:00 PM,25,Wednesday,16,4,1,30,51,normal
1056,7:45:00 AM,26,Thursday,150,10,26,0,186,heavy
1057,6:15:00 AM,5,Sunday,139,27,29,1,196,heavy
1058,2:45:00 PM,20,Friday,134,67,12,1,214,heavy
1059,9:30:00 PM,28,Saturday,70,20,11,14,115,normal
1060,4:15:00 PM,23,Monday,113,21,26,5,165,high
1061,7:15:00 PM,6,Monday,89,8,10,19,126,normal
1062,5:45:00 AM,14,Saturday,115,27,9,16,167,normal
1063,7:30:00 AM,24,Tuesday,116,23,23,4,166,normal
1064,10:15:00 AM,20,Friday,173,64,10,2,249,heavy
1065,10:15:00 AM,15,Sunday,63,5,23,12,103,normal
1066,2:45:00 PM,18,Wednesday,74,27,34,10,145,high
1067,12:45:00 AM,22,Saturday,10,1,1,34,46,normal
1068,4:45:00 AM,20,Friday,74,11,5,15,105,normal
1069,4:15:00 AM,4,Saturday,74,4,4,13,95,normal
1070,11:45:00 AM,28,Saturday,53,8,6,23,90,normal
1071,8:00:00 PM,14,Saturday,50,12,15,18,95,normal
1072,3:15:00 PM,18,Wednesday,84,30,26,10,150,high
1073,3:00:00 PM,12,Thursday,86,28,13,5,132,normal
1074,1:30:00 AM,16,Monday,11,4,1,19,35,normal
1075,5:00:00 AM,28,Saturday,74,24,10,20,128,normal
1076,10:00:00 PM,14,Saturday,10,1,0,33,44,normal
1077,9:30:00 PM,17,Tuesday,103,12,15,10,140,normal
1078,3:00:00 PM,27,Friday,134,65,10,2,211,heavy
1079,12:45:00 AM,14,Saturday,19,3,0,36,58,normal
1080,9:00:00 AM,27,Friday,42,9,2,13,66,normal
1081,4:00:00 AM,23,Monday,10,2,1,36,49,normal
1082,2:00:00 PM,16,Monday,25,30,31,9,95,normal
1083,12:30:00 PM,23,Monday,20,8,14,30,72,normal
1084,10:45:00 PM,13,Friday,18,3,0,18,39,normal
1085,3:45:00 PM,14,Saturday,79,13,28,7,127,high
1086,7:00:00 PM,6,Monday,83,11,14,33,141,high
1087,7:30:00 PM,5,Sunday,110,24,15,14,163,normal
1088,1:00:00 AM,25,Wednesday,20,0,0,10,30,low
1089,12:30:00 PM,2,Thursday,62,5,14,23,104,normal
1090,6:30:00 AM,7,Tuesday,139,31,44,3,217,heavy
1091,7:15:00 PM,27,Friday,33,6,0,4,43,low
1092,10:15:00 AM,17,Tuesday,90,2,15,18,125,normal
1093,8:15:00 AM,11,Wednesday,125,32,50,0,207,heavy
1094,6:30:00 PM,5,Sunday,126,40,39,8,213,heavy
1095,7:45:00 PM,26,Thursday,80,17,13,30,140,high
1096,4:00:00 PM,23,Monday,104,40,22,9,175,heavy
1097,7:00:00 AM,21,Sunday,142,27,27,4,200,heavy
1098,2:15:00 AM,25,Wednesday,10,0,0,33,43,normal
1099,10:30:00 AM,12,Thursday,59,6,11,11,87,low
1100,1:30:00 PM,11,Wednesday,6,28,27,14,75,normal
1101,9:30:00 PM,27,Friday,46,1,1,4,52,low
1102,10:15:00 PM,9,Thursday,11,4,1,30,46,normal
1103,6:15:00 PM,13,Friday,62,20,20,1,103,normal
1104,7:00:00 PM,19,Thursday,97,21,10,8,136,normal
1105,7:00:00 AM,30,Monday,140,38,38,0,216,heavy
1106,9:30:00 PM,19,Thursday,78,20,11,35,144,high
1107,6:00:00 AM,23,Monday,120,36,32,0,188,heavy
1108,2:00:00 AM,5,Sunday,12,4,1,37,54,normal
1109,7:15:00 PM,10,Tuesday,102,22,20,16,160,normal
1110,4:30:00 AM,19,Thursday,117,5,10,15,147,normal
1111,4:30:00 AM,28,Saturday,111,12,9,17,149,normal
1112,4:30:00 PM,26,Thursday,148,14,37,9,208,heavy
1113,1:30:00 PM,13,Friday,175,63,19,3,260,heavy
1114,10:30:00 AM,11,Wednesday,93,7,30,16,146,high
1115,7:15:00 AM,10,Tuesday,145,23,27,0,195,heavy
1116,8:15:00 AM,25,Wednesday,133,23,21,3,180,heavy
1117,10:45:00 PM,27,Friday,11,3,1,19,34,normal
1118,8:45:00 AM,12,Thursday,101,37,31,4,173,heavy
1119,12:30:00 PM,10,Tuesday,20,6,4,20,50,normal
1120,8:45:00 PM,28,Saturday,101,25,18,8,152,normal
1121,10:15:00 AM,6,Monday,99,16,39,26,180,heavy
1122,2:30:00 PM,24,Tuesday,52,25,15,19,111,normal
1123,8:45:00 PM,31,Tuesday,108,20,14,15,157,normal
1124,6:45:00 AM,8,Wednesday,145,11,29,1,186,heavy
1125,8:15:00 PM,3,Friday,44,6,1,3,54,low
1126,2:15:00 AM,13,Friday,15,1,0,14,30,normal
1127,5:15:00 PM,27,Friday,68,29,14,0,111,low
1128,9:45:00 AM,6,Monday,50,2,7,14,73,normal
1129,12:45:00 PM,16,Monday,39,5,3,30,77,normal
1130,12:45:00 AM,11,Wednesday,20,0,0,14,34,normal
1131,1:15:00 AM,9,Thursday,11,2,0,12,25,low
1132,2:45:00 AM,7,Tuesday,18,5,1,25,49,normal
1133,3:45:00 AM,28,Saturday,10,2,0,31,43,normal
1134,1:15:00 AM,3,Friday,17,2,0,33,52,normal
1135,2:30:00 AM,15,Sunday,11,0,0,31,42,normal
1136,6:00:00 AM,13,Friday,71,9,7,10,97,low
1137,9:30:00 AM,2,Thursday,13,25,33,12,83,normal
1138,12:45:00 AM,10,Tuesday,51,0,2,5,58,low
1139,5:00:00 AM,22,Saturday,114,28,8,16,166,normal
1140,2:00:00 AM,11,Wednesday,17,3,1,36,57,normal
1141,11:15:00 PM,25,Wednesday,17,1,1,23,42,normal
1142,3:30:00 PM,26,Thursday,33,17,22,18,90,normal
1143,6:30:00 AM,29,Sunday,116,20,40,2,178,heavy
1144,7:30:00 AM,22,Saturday,147,34,20,5,206,heavy
1145,12:00:00 AM,7,Tuesday,17,3,0,20,40,normal
1146,4:00:00 PM,2,Thursday,145,30,40,8,223,normal
1147,3:00:00 PM,17,Tuesday,120,20,21,18,179,heavy
1148,11:45:00 AM,23,Monday,52,6,13,21,92,normal
1149,9:15:00 AM,28,Saturday,29,9,21,23,82,normal
1150,7:00:00 PM,29,Sunday,61,23,18,34,136,high
1151,12:45:00 AM,9,Thursday,20,3,0,19,42,normal
1152,11:00:00 PM,26,Thursday,17,0,0,27,44,normal
1153,6:30:00 PM,15,Sunday,138,17,48,8,211,heavy
1154,8:00:00 AM,23,Monday,118,19,21,1,159,normal
1155,2:00:00 PM,23,Monday,67,20,24,12,123,normal
1156,10:00:00 PM,31,Tuesday,11,4,0,31,46,normal
1157,6:30:00 PM,11,Wednesday,144,17,33,7,201,heavy
1158,7:30:00 AM,30,Monday,149,11,42,2,204,heavy
1159,10:30:00 AM,14,Saturday,31,15,13,28,87,normal
1160,2:00:00 AM,6,Monday,14,5,0,17,36,normal
1161,9:45:00 PM,3,Friday,33,5,5,1,44,low
1162,7:00:00 AM,2,Thursday,101,20,42,4,167,normal
1163,2:30:00 PM,21,Sunday,44,11,19,15,89,normal
1164,6:00:00 AM,12,Thursday,117,38,50,5,210,heavy
1165,4:30:00 PM,7,Tuesday,121,28,21,5,175,heavy
1166,12:30:00 AM,25,Wednesday,10,1,0,26,37,normal
1167,8:15:00 AM,10,Tuesday,114,39,30,3,186,heavy
1168,5:00:00 AM,31,Tuesday,60,20,5,6,91,low
1169,7:15:00 AM,1,Wednesday,136,20,32,1,189,heavy
1170,3:30:00 PM,3,Friday,59,25,19,1,104,normal
1171,2:15:00 PM,14,Saturday,89,27,18,8,142,normal
1172,5:15:00 PM,3,Friday,56,21,4,1,82,low
1173,4:15:00 AM,13,Friday,27,6,1,11,45,low
1174,1:45:00 PM,23,Monday,42,14,15,14,85,normal
1175,9:45:00 AM,30,Monday,45,16,6,21,88,normal
1176,3:45:00 PM,19,Thursday,7,12,33,12,64,normal
1177,10:30:00 AM,28,Saturday,44,17,27,30,118,high
1178,8:30:00 AM,13,Friday,49,10,2,10,71,low
1179,3:45:00 AM,13,Friday,14,2,1,19,36,normal
1180,1:00:00 AM,14,Saturday,10,4,1,21,36,normal
1181,9:15:00 AM,27,Friday,151,55,27,2,235,heavy
1182,6:45:00 PM,21,Sunday,90,13,15,33,151,high
1183,2:30:00 PM,23,Monday,65,16,32,15,128,high
1184,11:00:00 PM,16,Monday,15,5,0,21,41,normal
1185,2:45:00 PM,21,Sunday,45,17,13,20,95,normal
1186,10:00:00 AM,11,Wednesday,17,9,18,28,72,normal
1187,9:30:00 AM,5,Sunday,99,10,11,15,135,normal
1188,9:15:00 PM,10,Tuesday,95,8,17,13,133,normal
1189,3:00:00 AM,1,Wednesday,20,5,1,34,60,normal
1190,10:30:00 AM,16,Monday,37,18,8,16,79,normal
1191,6:15:00 PM,14,Saturday,114,23,42,10,189,heavy
1192,6:15:00 AM,16,Monday,121,35,39,4,199,heavy
1193,3:45:00 AM,12,Thursday,18,4,1,30,53,normal
1194,2:30:00 PM,25,Wednesday,92,18,34,18,162,high
1195,7:45:00 PM,15,Sunday,71,23,17,14,125,normal
1196,7:00:00 AM,9,Thursday,144,14,33,4,195,heavy
1197,6:15:00 PM,30,Monday,136,32,26,8,202,heavy
1198,5:30:00 AM,19,Thursday,81,4,0,20,105,normal
1199,9:30:00 AM,10,Tuesday,15,23,30,21,89,normal
1200,8:45:00 AM,19,Thursday,128,37,50,2,217,heavy
1201,10:45:00 PM,29,Sunday,10,4,1,13,28,normal
1202,6:15:00 AM,9,Thursday,126,31,33,2,192,heavy
1203,1:45:00 PM,19,Thursday,113,17,16,20,166,normal
1204,5:45:00 PM,4,Saturday,149,33,45,10,237,heavy
1205,10:15:00 AM,23,Monday,78,1,16,30,125,high
1206,10:45:00 AM,5,Sunday,25,9,10,28,72,normal
1207,1:45:00 AM,11,Wednesday,18,4,0,11,33,low
1208,3:00:00 AM,6,Monday,10,2,0,24,36,normal
1209,7:45:00 AM,22,Saturday,128,33,21,4,186,heavy
1210,6:30:00 PM,2,Thursday,101,22,33,9,165,high
1211,8:00:00 AM,19,Thursday,133,31,27,2,193,heavy
1212,1:15:00 AM,15,Sunday,17,3,1,17,38,normal
1213,3:00:00 PM,22,Saturday,60,18,28,12,118,high
1214,10:45:00 PM,19,Thursday,15,4,1,32,52,normal
1215,10:45:00 AM,21,Sunday,68,22,25,16,131,normal
1216,4:00:00 AM,21,Sunday,10,3,0,32,45,normal
1217,1:15:00 AM,21,Sunday,20,0,0,37,57,normal
1218,12:15:00 AM,30,Monday,19,2,0,22,43,normal
1219,6:45:00 AM,15,Sunday,109,14,38,1,162,high
1220,5:15:00 PM,2,Thursday,147,28,29,10,214,heavy
1221,5:30:00 PM,17,Tuesday,113,12,22,6,153,normal
1222,5:45:00 PM,27,Friday,76,30,20,1,127,normal
1223,8:30:00 AM,20,Friday,52,19,6,10,87,low
1224,4:45:00 AM,11,Wednesday,82,23,8,20,133,normal
1225,7:00:00 AM,11,Wednesday,125,15,49,0,189,heavy
1226,6:15:00 AM,28,Saturday,128,18,31,3,180,heavy
1227,2:15:00 PM,18,Wednesday,27,26,25,15,93,normal
1228,12:15:00 AM,27,Friday,13,2,1,28,44,normal
1229,6:00:00 AM,30,Monday,112,15,24,1,152,normal
1230,3:00:00 AM,15,Sunday,16,1,0,24,41,normal
1231,6:15:00 PM,6,Monday,133,36,28,6,203,heavy
1232,11:45:00 PM,5,Sunday,18,4,0,18,40,normal
1233,6:00:00 AM,22,Saturday,150,19,24,3,196,heavy
1234,10:15:00 PM,18,Wednesday,15,1,1,29,46,normal
1235,11:15:00 AM,20,Friday,158,44,26,2,230,heavy
1236,1:30:00 AM,11,Wednesday,16,0,1,26,43,normal
1237,9:30:00 AM,15,Sunday,64,12,27,8,111,normal
1238,5:30:00 AM,27,Friday,73,17,6,13,109,normal
1239,6:15:00 AM,13,Friday,33,9,6,13,61,normal
1240,3:30:00 PM,10,Tuesday,108,16,8,18,150,normal
1241,10:00:00 AM,18,Wednesday,65,4,19,21,109,normal
1242,9:45:00 PM,14,Saturday,70,10,14,32,126,high
1243,12:30:00 AM,12,Thursday,18,5,1,13,37,normal
1244,12:45:00 AM,8,Wednesday,18,2,1,13,34,normal
1245,6:45:00 AM,29,Sunday,138,13,21,5,177,heavy
1246,10:15:00 PM,2,Thursday,16,0,1,24,41,normal
1247,5:15:00 AM,19,Thursday,109,11,4,3,127,normal
1248,11:15:00 PM,24,Tuesday,18,0,0,29,47,normal
1249,11:00:00 AM,11,Wednesday,51,10,8,22,91,normal
1250,12:45:00 PM,31,Tuesday,70,10,9,23,112,high
1251,9:45:00 AM,11,Wednesday,51,16,16,13,96,normal
1252,11:45:00 AM,31,Tuesday,34,8,14,21,77,normal
1253,9:30:00 PM,11,Wednesday,98,16,16,21,151,high
1254,7:45:00 PM,16,Monday,77,19,16,8,120,normal
1255,2:30:00 PM,20,Friday,161,56,12,4,233,heavy
1256,5:30:00 AM,11,Wednesday,91,24,7,6,128,normal
1257,8:15:00 AM,17,Tuesday,123,24,46,2,195,heavy
1258,12:15:00 AM,10,Tuesday,49,0,3,3,55,low
1259,4:00:00 PM,5,Sunday,141,15,20,6,182,heavy
1260,1:45:00 PM,22,Saturday,99,16,16,18,149,normal
1261,9:15:00 AM,6,Monday,64,13,40,12,129,high
1262,9:45:00 AM,2,Thursday,18,22,26,10,76,normal
1263,9:30:00 PM,7,Tuesday,82,7,16,9,114,normal
1264,5:00:00 PM,6,Monday,137,15,37,7,196,heavy
1265,12:45:00 AM,12,Thursday,18,2,0,37,57,normal
1266,4:30:00 PM,30,Monday,104,19,39,9,171,heavy
1267,11:30:00 PM,8,Wednesday,10,4,1,23,38,normal
1268,8:00:00 PM,20,Friday,23,4,0,5,32,low
1269,6:30:00 PM,22,Saturday,103,34,49,5,191,heavy
1270,9:15:00 PM,11,Wednesday,78,17,17,27,139,high
1271,8:30:00 AM,9,Thursday,150,20,43,0,213,heavy
1272,1:30:00 AM,28,Saturday,15,2,0,18,35,normal
1273,12:45:00 PM,12,Thursday,67,7,12,28,114,high
1274,2:30:00 PM,18,Wednesday,114,21,32,5,172,heavy
1275,4:45:00 AM,22,Saturday,102,20,9,13,144,normal
1276,3:15:00 PM,11,Wednesday,90,20,35,7,152,high
1277,11:45:00 AM,8,Wednesday,34,5,5,22,66,normal
1278,2:30:00 AM,28,Saturday,20,4,1,28,53,normal
1279,8:15:00 AM,7,Tuesday,115,39,20,2,176,heavy
1280,7:00:00 PM,20,Friday,60,21,2,1,84,low
1281,12:00:00 PM,3,Friday,148,70,15,0,233,heavy
1282,9:00:00 AM,2,Thursday,140,27,36,2,205,heavy
1283,11:30:00 PM,2,Thursday,16,2,0,35,53,normal
1284,2:15:00 AM,18,Wednesday,16,2,0,37,55,normal
1285,11:30:00 PM,20,Friday,18,5,1,11,35,low
1286,11:15:00 PM,4,Saturday,18,4,1,35,58,normal
1287,8:15:00 AM,1,Wednesday,129,37,41,1,208,heavy
1288,9:30:00 PM,24,Tuesday,88,6,18,25,137,high
1289,2:00:00 AM,22,Saturday,19,5,0,15,39,normal
1290,4:15:00 PM,7,Tuesday,143,24,35,6,208,heavy
1291,12:15:00 PM,6,Monday,44,5,3,28,80,normal
1292,1:15:00 AM,1,Wednesday,15,3,0,32,50,normal
1293,2:30:00 PM,28,Saturday,42,25,20,19,106,normal
1294,6:15:00 AM,21,Sunday,112,13,39,0,164,high
1295,12:45:00 PM,20,Friday,144,66,11,3,224,heavy
1296,9:00:00 PM,3,Friday,44,2,6,5,57,low
1297,11:45:00 AM,20,Friday,162,65,14,3,244,heavy
1298,9:15:00 AM,9,Thursday,99,17,32,7,155,high
1299,4:45:00 PM,16,Monday,129,40,31,10,210,heavy
1300,7:45:00 AM,10,Tuesday,108,18,22,1,149,normal
1301,5:15:00 AM,2,Thursday,111,22,0,12,145,normal
1302,11:45:00 PM,20,Friday,17,2,0,20,39,normal
1303,8:45:00 PM,9,Thursday,61,14,10,5,90,low
1304,11:15:00 PM,16,Monday,18,4,0,11,33,low
1305,5:00:00 AM,9,Thursday,63,29,5,15,112,normal
1306,12:45:00 PM,6,Monday,30,9,7,25,71,normal
1307,12:15:00 AM,21,Sunday,17,4,1,24,46,normal
1308,1:00:00 AM,23,Monday,12,0,1,16,29,normal
1309,10:30:00 PM,29,Sunday,12,2,0,39,53,normal
1310,10:15:00 PM,19,Thursday,18,1,0,27,46,normal
1311,11:30:00 PM,13,Friday,15,5,0,14,34,normal
1312,8:00:00 PM,3,Friday,40,10,5,10,65,low
1313,8:00:00 AM,15,Sunday,119,36,41,0,196,heavy
1314,9:15:00 PM,22,Saturday,84,21,13,9,127,normal
1315,9:45:00 PM,28,Saturday,74,16,14,34,138,high
1316,2:30:00 AM,11,Wednesday,18,2,1,25,46,normal
1317,11:15:00 AM,24,Tuesday,44,10,12,29,95,normal
1318,10:30:00 AM,13,Friday,160,47,30,3,240,heavy
1319,8:30:00 PM,28,Saturday,61,21,15,32,129,high
1320,10:15:00 AM,9,Thursday,54,1,35,26,116,high
1321,11:00:00 AM,21,Sunday,47,10,6,22,85,normal
1322,5:45:00 AM,22,Saturday,83,6,4,9,102,low
1323,2:15:00 AM,24,Tuesday,12,4,1,29,46,normal
1324,9:00:00 PM,16,Monday,73,16,14,34,137,high
1325,10:45:00 PM,2,Thursday,12,5,0,23,40,normal
1326,8:45:00 PM,24,Tuesday,56,17,20,8,101,normal
1327,12:30:00 AM,31,Tuesday,15,2,1,34,52,normal
1328,7:15:00 PM,11,Wednesday,50,10,10,17,87,normal
1329,11:00:00 PM,14,Saturday,15,0,0,16,31,normal
1330,12:45:00 PM,11,Wednesday,51,6,10,26,93,normal
1331,7:00:00 AM,22,Saturday,149,36,35,1,221,heavy
1332,2:00:00 AM,9,Thursday,17,0,0,32,49,normal
